MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.5562916044393935,47,3.9190037780383804,3.9636162246082858,3782,3.93848509143773,35.808903626246625,-116.65238188644656,1.47256699256943
14.334643136533868,12,3.9970172175237813,2.265080598917227,3053,1.561822409744928,36.96042726016583,-121.47856044161057,1.3253240687438286
11.381918214453968,16,7.025382596783711,1.4075695522640541,4582,2.659932357163514,32.07766642153969,-119.09189698731957,2.4424709636470254
9.581889536659993,24,9.947254250990508,2.4409356752017115,798,4.9081627902662355,36.92092010350098,-123.24466730843092,4.179043982950686
3.606251645972893,19,6.9565527086444074,2.081573145538102,926,3.185257609210938,41.86487401571729,-117.82133345587964,4.2932749691259815
3.6059260245387357,8,6.020050756330225,4.37084760864222,448,4.138727074486682,34.7826766081877,-117.34142233783723,2.842052414627224
2.284128764270693,31,7.575854592153215,2.2533916703405725,4008,4.23728970372773,35.95418270242378,-120.21325790027217,4.373648882090318
13.193377967961625,21,5.186850510553463,4.1557298871040285,407,5.218775219936468,38.87189996468677,-114.45577219678927,0.5244966913626076
9.615052658533319,17,1.541281083407067,4.567488579242939,3516,2.6246139720332065,40.147936675236586,-115.25831078517932,0.6582858418921848
11.058979800246615,23,6.0606713429011885,2.735269678306118,2434,4.436477812912588,36.173916240061004,-116.92059084260005,4.603197171365342
1.777890672993333,37,9.618627560548422,4.6397725754175685,4961,5.808079035230828,35.09668870401293,-116.86347925506257,3.9889936844866223
14.593783004186923,16,2.577726481218937,2.5092722158527714,4920,4.65121667178934,41.378257999850675,-121.47598285057849,2.5281772621267358
12.737975650805694,6,7.210044017385991,4.856313665960433,2909,3.4493523835887228,38.77144966671669,-117.43184768911551,3.891245591650942
4.366577994156728,8,2.8084031979315083,1.3571580981022917,3658,4.153587222459646,33.19021304493141,-122.0179373476448,4.800377577755397
3.9546370572958582,25,5.822449160257731,3.748077066012971,4578,4.698414488815541,32.68927878134649,-122.55996776080178,3.974402857465783
3.9759608830213566,18,1.8700880468204766,2.9752561618277147,3577,4.061378828469362,36.835498507903694,-114.0053210579742,4.2906710021824495
5.6072702799537595,25,5.053338426323666,2.5505952218225882,4720,1.0833790674491959,34.200900660472726,-117.77624068526826,3.922729616255278
8.584211827035212,12,7.805469960057215,3.5308475149944036,2786,1.9738674884361291,34.53984753376253,-119.69012127342809,1.2569499159509372
7.331257751668563,15,4.128143718150839,3.8154283665373248,3085,5.05234108607733,40.776921788278486,-121.11835477116048,4.251083493405815
5.431593392673566,26,6.984205520384962,1.0174530786012363,375,2.3632532365624233,32.89566024316311,-117.96079556337773,1.3779896901089452
9.760014078752123,41,8.159049647107562,1.6678123549887949,2647,4.657810597805669,39.1536411522889,-123.50406491779914,4.5167509761986615
3.3831671188025645,45,9.344600375315075,3.852184202537275,2864,2.8606010762084937,34.71142253380588,-123.05319009495204,2.5639245413648415
5.443952755225445,26,3.111778736699082,3.665541654312826,436,3.6094216407897157,39.60328221404138,-123.67143302259603,3.546395385399628
6.445884884464838,47,4.593843242283773,4.864190020514709,2073,1.3398664990970186,39.22411384463545,-119.00830166737339,2.7375838154628958
7.656944786929985,32,2.371744119973757,4.044151161003132,3079,1.9061278052485477,32.07391901444293,-117.99393370812817,0.9229591823747092
12.099875478805684,10,9.932351519425376,4.803090830925353,4676,5.785984817596173,37.09135412921599,-123.37520238642179,1.808250384292993
4.1955960591378565,16,9.343008711318658,3.810162006139228,4068,5.45069026723457,33.39319482378046,-116.78775532501083,4.926793342986527
8.442164918583757,7,5.859614172525037,2.1922088345577726,1010,4.261375554495251,40.66227030578677,-121.69604928485435,4.823216382514178
9.497596679637574,17,8.578299649387791,1.421459689003426,2096,3.2982229869286868,40.715858828624064,-117.14798546230134,1.9421910394499626
2.1270805717199694,23,5.6886217954483795,4.127295453379743,3229,4.378806464476119,36.18345807493758,-114.18102859964755,4.983335619103516
9.701855500669417,26,6.612271192024838,3.5765968859036636,4304,4.093051445469695,36.4439561845108,-117.08894129946148,4.304980379736048
3.8020756697784357,21,1.8021198890441497,1.192744049573185,3857,3.8427612780230604,35.03282939404527,-115.16806947076391,3.2493177474451462
2.3781965053012737,22,7.797433784471272,2.4402018636039133,427,1.295885359317709,39.16606298960031,-114.51801493256933,0.6805607911745427
14.30995475292,7,2.1494213527171135,4.827199261937144,1899,4.164013053307535,35.586613630264594,-119.13248951647685,4.556510732922708
14.536032446506551,14,8.434608672272756,3.001604582840805,414,4.844600222855842,34.677924745226335,-116.97675020580293,3.008431756689439
12.413364199572225,15,8.038252789033473,2.7309165440788186,3645,5.970408273227878,36.32231059504508,-115.48030746444158,4.408142680412463
5.612285883840504,7,7.378702279686788,2.830798420637176,1234,1.0553927629715485,32.914875183874585,-120.43391087125615,4.25493103957584
2.818573539086182,9,1.325443424722859,1.835530896020655,2846,4.650867266553384,39.46603204644204,-121.38602683439605,4.248527968404888
10.737145857914118,51,3.7281552035079573,2.474828683459181,4976,3.8589465796799023,32.12596401271787,-114.53401427221661,3.641782373217073
7.442058665484618,48,3.368013129197586,2.4792530239487065,1620,3.1702608804047836,38.44485061520594,-116.73696499631183,1.8113681240422188
3.147516170404514,8,4.241227667243672,1.2094200807498896,255,1.6378508728568544,33.82864526754872,-121.80317866624173,2.012721159850339
8.184888286502147,50,1.7887847208745469,4.070270514071673,1824,3.045425743174381,34.32404046214413,-119.50916607323887,1.8881114566220885
